BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod
31801,Nucky Pale Ale,Irish Pale Ale,18.93,1.053,1.013,5.26,21.86,7.36,28.39,60,1.035,70,All Grain
34677,Irish Red,Irish Red Ale,18.93,1.057,1.017,5.31,20.78,17.93,28.39,60,1.038,70,All Grain
3153,Murphy's Stout Clone,Irish Dry Stout,18.93,1.055,1.014,5.4,24.32,50,28.39,60,1.037,70,All Grain
18695,Irish Setter Red Ale,Irish Red Ale,18.93,1.057,1.015,5.53,15.59,14.35,28.39,60,1.038,70,All Grain
39650,The 10th Palm,Irish Pale Ale,18.93,1.058,1.014,5.72,25.32,9.25,28.39,60,1.039,70,All Grain
8010,Cusakian Oatmeal Stout,Irish Dry Stout,18.93,1.062,1.018,5.76,51.98,50,28.39,60,1.041,70,All Grain
13048,Irish Republican Ale,Irish Red Ale,18.93,1.059,1.014,5.89,37.79,16.04,28.39,60,1.039,70,All Grain
14469,Amarillo Red,Irish Red Ale,18.93,1.06,1.015,5.95,24.09,17.53,28.39,60,1.04,70,All Grain
68694,Irish Stout,Irish Dry Stout,18.93,1.065,1.019,6.1,90.03,41.3,28.39,60,1.043,70,All Grain
37249,Bear Claw,Irish Lager,18.93,1.056,1.009,6.19,36.63,21.34,28.39,60,1.037,70,All Grain
16165,Imperial Coffee Irish Cream Ale,Irish Cream Ale,18.93,1.079,1.026,7,29.58,6.52,28.39,60,1.053,70,All Grain
56017,Double Red Ale,Irish Red Ale,18.93,1.074,1.016,7.56,71.73,11.07,28.39,60,1.049,70,All Grain
38001,Paulin Par-Tay,Irish Pale Ale,18.93,1.092,1.022,9.06,86.25,16.5,28.39,60,1.061,70,All Grain
21197,Emperor's Imperial Red,Irish Red Ale,18.93,1.087,1.015,9.35,89.12,14.97,28.39,60,1.058,70,All Grain
45837,Class Volume Example,Irish Cream Ale,18.93,1.104,1.026,10.2,29.5,5.78,28.39,60,1.069,70,All Grain
26870,Clusters last stand,Irish Cream Ale,18.93,1.066,1.019,6.16,38.34,3.96,28.39,70,1.044,70,All Grain
34267,Irish Cream Ale - JH,Irish Cream Ale,18.93,1.05,1.011,5.06,22.96,4.56,28.39,90,1.033,70,All Grain
22280,North of the Border Vienna,Irish Lager,18.93,1.06,1.016,5.78,30.08,11.37,28.39,90,1.04,70,BIAB
63049,Cool  TX Irish Cream Ale,Irish Cream Ale,18.93,1.05,1.012,4.92,25.71,3.61,28.39,60,1.033,65,BIAB
35769,Antrim Irish Style Red,Irish Red Ale,18.93,1.053,1.014,5.08,18.81,12.82,28.39,60,1.035,65,All Grain
47882,Red Ale,Irish Red Ale,18.93,1.058,1.015,5.74,30.23,16.15,28.39,60,1.039,65,All Grain
19699,Belgian Pale Ale,Irish Pale Ale,18.93,1.041,1.01,4.1,31.51,8.48,28.39,90,1.027,65,BIAB
67825,Red,Irish Red Ale,18.93,1.062,1.011,6.64,52.51,15.86,28.39,60,1.041,62,All Grain
70542,XMAS B&T Stout,Irish Extra Stout,18.93,1.065,1.017,6.26,40.86,50,28.62,60,1.043,66.8,All Grain
14373,NovemberScottishAle,Irish Red Ale,18.93,1.082,1.021,8.11,45.83,29.1,30.28,60,1.051,71.3,All Grain
35333,Summer honey,Irish Pale Ale,18.93,1.063,1.016,6.22,59.41,10.22,30.28,60,1.039,70,All Grain
614,Lily's Irish Red Ale - Sam Adams Clone,Irish Red Ale,18.93,1.071,1.02,6.68,44.32,27.44,30.28,90,1.044,70,All Grain
31539,E9S Irish Red Ale ? 06.17.16,Irish Red Ale,18.93,1.071,1.019,6.74,28.85,22.43,30.28,90,1.044,70,BIAB
35115,Lily's Irish Red Ale - Sam Adams Clone,Irish Red Ale,18.93,1.071,1.013,7.63,44.32,27.44,30.28,90,1.044,70,All Grain
26527,E6D Irish Red Ale ? 05.21.16,Irish Red Ale,18.93,1.069,1.019,6.55,28.85,22.43,30.28,90,1.043,68,BIAB
1436,Sunday  Bloody Sunday,Irish Red Ale,18.93,1.055,1.015,5.15,33.45,16.38,30.28,60,1.042,65,BIAB
7410,Lily's Irish Red Ale ( 12-1-13 ) From SM,Irish Red Ale,18.93,1.07,1.02,6.58,44.86,21.63,30.28,60,1.044,65,All Grain
9533,Lily's Irish Red (9-20-14),Irish Red Ale,18.93,1.07,1.02,6.62,41.86,21.63,30.28,60,1.044,65,All Grain
55998,King Henry's Vanilla Bean Irish Cream Ale,Irish Cream Ale,18.93,1.055,1.012,5.65,17.96,4.84,32.18,75,1.032,70,All Grain
27508,Webb's Chinook Aromatic Irish Cream Ale,Irish Cream Ale,18.93,1.044,1.008,4.73,18.89,2.88,34.07,60,1.024,70,BIAB
15265,Irish Red 3,Irish Red Ale,18.93,1.052,1.013,5.11,30.98,17.14,34.07,60,1.029,70,All Grain
10899,Dusty Boy IRA,Irish Pale Ale,18.93,1.07,1.018,6.74,71.58,16.6,34.07,60,1.039,70,All Grain
20604,Holbrook Irish Red 2,Irish Red Ale,18.93,1.061,1.017,5.79,31.16,24.02,34.45,60,1.034,65,BIAB
21913,GF Belgian Golden Ale,Irish Pale Ale,19,1.061,1.014,6.16,25.66,3.79,8,90,1.145,80,All Grain
37956,Guinness Clone,Irish Dry Stout,19,1.042,1.012,3.95,33.31,40.96,11,60,1.073,70,All Grain
70406,Irish stout,Irish Dry Stout,19,1.041,1.01,4.02,46.13,37.92,16,60,1.048,70,BIAB
14498,Tillfredsst‰llande Ljust ˆl,Irish Cream Ale,19,1.049,1.01,5.07,20.67,3,20,60,1.046,65,BIAB
65089,La mera belga,Irish Pale Ale,19,1.051,1.013,4.96,25.28,10.58,21,60,1.046,75,All Grain
43123,MAVIRI BLACK RUBY,Irish Red Ale,19,1.057,1.013,5.74,28.06,18.71,21,60,1.051,70,All Grain
64215,Simple All-Grain Belgian Pale Ale,Irish Pale Ale,19,1.054,1.015,5.12,27.13,13.04,21,60,1.049,68,All Grain
21804,Belgian Pale Ale,Irish Pale Ale,19,1.0493,1.0127,4.9,51.44,6.53,22,65,1.0428,75,All Grain
54451,Blood Orange Belgian Pale,Irish Pale Ale,19,1.052,1.015,4.88,29.78,13.53,22,60,1.045,68,All Grain
52261,Roja Sabrosa,Irish Red Ale,19,1.045,1.008,4.86,24.12,10.93,23,60,1.037,80,Partial Mash
43426,Krooklyn logger,Irish Lager,19,1.057,1.017,5.31,32.26,5.76,23,90,1.047,70,BIAB
17848,Spite Row Vienna Lager,Irish Lager,19,1.0455,1.0084,4.93,22.89,16.48,23.5,90,1.0372,80,BIAB
28674,Belgomurican Wildcat,Irish Pale Ale,19,1.048,1.012,4.79,36.14,4.53,24,90,1.038,72,All Grain
69754,Irish Red Ale,Irish Red Ale,19,1.057,1.015,5.51,19.52,13.55,24,60,1.045,70,All Grain
60641,Vienna Lager,Irish Lager,19,1.046,1.01,4.68,24.42,8.2,24,60,1.036,65,All Grain
55336,Red Ale,Irish Red Ale,19,1.053,1.013,5.26,22.33,15.34,24,70,1.042,65,All Grain
55271,BYO Murphy's-Style Dry Stout (orig),Irish Dry Stout,19,1.04,1.01,3.99,35.6,35.4,24.4,90,1.029,65,All Grain
34860,BYO Beamish-Style Dry Stout (orig),Irish Dry Stout,19,1.041,1.009,4.13,40.58,40.19,24.4,90,1.029,65,All Grain
57848,BYO Guinness-Style Dry Stout (orig),Irish Dry Stout,19,1.041,1.01,4.19,37.66,35.45,24.4,90,1.03,65,All Grain
22239,MIER 6.0 IPA (Substitutions London  ON avail...,Irish Lager,19,1.0485,1.0084,5.34,10.12,12.94,24.5,60,1.038,73,All Grain
41406,2016/11/20 - Wotton Red,Irish Red Ale,19,1.051,1.013,5.04,28.88,13.87,25,60,1.039,70,All Grain
61413,Irish Cream Ale,Irish Cream Ale,19,1.051,1.011,5.2,16.27,2.92,25,60,1.039,70,BIAB
59482,Boston Lager Clone,Irish Lager,19,1.065,1.01,7.23,27.33,9.26,25,60,1.05,70,All Grain
7583,Chimay Doree,Irish Pale Ale,19,1.046,1.011,4.7,19.6,6.62,25,75,1.034,70,All Grain
31568,Belgian Pale Ale Orvie Home,Irish Pale Ale,19,1.056,1.002,7.08,36.87,8.34,25,75,1.039,70,All Grain
45287,Guiness Drought - 1833 ed,Irish Dry Stout,19,1.044,1.011,4.34,40.68,30.38,25,60,1.034,61,BIAB
46331,Williams - Caesar Augustus,Irish Cream Ale,19,1.041,1.009,4.1,32.61,4.04,26,60,1.03,70,All Grain
59809,Le Pale Ale Belgique,Irish Pale Ale,19,1.05,1.011,5.03,26.34,11.08,26.2,90,1.036,70,All Grain
53900,Irish Stout,Irish Dry Stout,19,1.055,1.01,5.87,43.99,50,26.2,90,1.04,70,All Grain
21146,Mix Max,Irish Red Ale,19,1.062,1.017,5.87,18.2,12.11,27,60,1.044,70,All Grain
32949,Viena lager,Irish Lager,19,1.053,1.008,5.92,23.51,17.44,27,70,1.037,65,BIAB
11245,#25 Samu-Rye. Split batch,Irish Pale Ale,19,1.051,1.012,5.11,29.48,5.4,27.2,60,1.035,72,All Grain
63939,Irish Cream Ale,Irish Cream Ale,19,1.042,1.007,4.63,20.81,5.88,28.5,60,1.028,72,All Grain
33280,Makar¯li,Irish Cream Ale,19,1.045,1.008,4.79,19.67,3.53,28.5,60,1.03,70,BIAB
70793,The Red Peril,Irish Red Ale,19,1.059,1.014,5.89,57.98,25.02,28.5,90,1.039,70,BIAB
71996,Redanian Lager,Irish Lager,19,1.049,1.007,5.42,26.25,10.61,28.5,60,1.032,65,All Grain
69652,Vienna Modelo,Irish Lager,19,1.05,1.012,4.96,25.55,10.38,28.5,80,1.033,65,BIAB
58426,NB Irish Cream Ale,Irish Cream Ale,19.31,1.053,1.009,5.77,18.33,6.01,22.71,60,1.045,82,All Grain
23776,Ila's Stout,Irish Dry Stout,19.42,1.051,1.013,5.02,35.59,43.04,23.62,60,1.042,72,All Grain
33181,VT Vienna,Irish Lager,19.49,1.048,1.009,5.18,28.89,10.89,28.39,90,1.033,71,All Grain
3746,#16 Vienna lager,Irish Lager,19.5,1.048,1.012,4.72,24.19,8.89,24,75,1.039,61,BIAB
37899,BROOKLYN LAGER CLONE,Irish Lager,19.5,1.05,1.012,4.89,34.44,11.94,26.5,75,1.037,70,BIAB
61029,Vanilla Irish Cream Ale,Irish Cream Ale,19.68,1.06,1.014,6.07,22.55,5.17,24.61,60,1.048,63,All Grain
69703,Dry Irish Stout,Irish Dry Stout,19.68,1.042,1.011,4.01,43.28,37.72,26.12,60,1.032,68,All Grain
71368,Irish Cream Ale 1,Irish Cream Ale,19.68,1.049,1.012,4.85,13.04,9.48,29.53,60,1.033,68,BIAB
31726,St. Francis Irish Red,Irish Red Ale,19.87,1.071,1.02,6.66,57.32,14.83,7.57,60,1.186,70,Partial Mash
15779,Imperial Irish Red,Irish Red Ale,19.87,1.059,1.015,5.68,0,11.07,11.36,60,1.103,80,BIAB
1464,Orange vanilla Carmel Irish Cream Ale,Irish Cream Ale,19.87,1.064,1.014,6.54,25.45,6.95,11.36,60,1.042,70,extract
58314,Dry Irish Stout,Irish Dry Stout,19.87,1.054,1.014,5.29,34.17,46.5,11.36,60,1.094,67,All Grain
54923,Orange Grove Ale,Irish Cream Ale,19.87,1.042,1.011,3.99,17.72,4,13.25,60,1.062,80,extract
2754,Belgian Pale Ale,Irish Pale Ale,19.87,1.058,1.014,5.81,30.09,12.41,13.25,60,1.087,75,Partial Mash
15521,McSpena Irish Ale,Irish Red Ale,19.87,1.057,1.014,5.6,0,14.08,18.93,60,1.042,75,Partial Mash
35780,Vienna,Irish Lager,19.87,1.047,1.007,5.24,23.95,13.14,22.71,60,1.041,72,All Grain
38676,IPV (India Pale Vienna),Irish Lager,19.87,1.048,1.007,5.42,70.06,14.08,22.71,60,1.042,72,All Grain
71959,Irish Extra stout,Irish Extra Stout,19.87,1.083,1.021,8.14,46.99,50,22.71,60,1.073,70,All Grain
28453,Simple Vienna Lager,Irish Lager,19.87,1.047,1.007,5.15,21.69,11.15,23.66,60,1.039,80,BIAB
33782,OBK Irish Stout,Irish Dry Stout,19.87,1.056,1.014,5.47,34.3,39.19,23.66,60,1.047,75,All Grain
14277,Peach Wood Irish Cream Ale,Irish Cream Ale,19.87,1.052,1.011,5.45,18.77,4.2,23.66,60,1.044,70,All Grain
2151,Patersbier,Irish Pale Ale,19.87,1.047,1.01,4.76,0,3.5,24.05,60,1.042,75,All Grain
53769,Mexican Lager,Irish Lager,19.87,1.059,1.014,5.87,36.06,15.81,24.61,75,1.047,80,All Grain
54818,Irish Stout,Irish Dry Stout,19.87,1.044,1.011,4.36,27.85,39.05,24.61,60,1.036,75,All Grain
57926,Rampage Red 2.0,Irish Red Ale,19.87,1.058,1.013,5.94,37.88,15.47,24.61,60,1.047,75,All Grain
59018,Colina de Cuervo Oscura,Irish Lager,19.87,1.058,1.011,6.2,54.85,6.03,24.61,70,1.047,74,BIAB
62299,Beautification ph1 from Vinnie,Irish Pale Ale,19.87,1.053,1.013,5.32,29.02,3.86,24.61,60,1.043,70,All Grain
7732,Aisling Earraigh Irish Red Ale,Irish Red Ale,19.87,1.057,1.014,5.57,0,14.74,24.61,60,1.042,70,All Grain
43461,Irish Cream Ale Fizzy Yellow Beer,Irish Cream Ale,19.87,1.049,1.009,5.33,21.33,4.52,24.61,75,1.04,70,All Grain
16893,Red Evil Twin,Irish Red Ale,19.87,1.063,1.014,6.4,24.16,18.57,24.61,90,1.051,70,All Grain
17165,Cream of the Crop,Irish Cream Ale,19.87,1.059,1.006,6.97,34.3,3.42,24.61,90,1.047,70,All Grain
31954,Vienna Lager,Irish Lager,19.87,1.062,1.016,6.09,35.11,15.47,24.61,75,1.05,65,All Grain
5297,Massive Red,Irish Red Ale,19.87,1.08,1.023,8.06,26.25,12.83,25.36,75,1.042,77,All Grain
73325,Paulaner,Irish Cream Ale,19.87,1.055,1.013,5.48,26.51,8.58,25.55,60,1.043,75,All Grain
45365,Cream of Three Crops,Irish Cream Ale,19.87,1.039,1.007,4.19,16.18,2.46,25.55,90,1.03,75,BIAB
34623,Steve's Irish Cream Ale G,Irish Cream Ale,19.87,1.053,1.009,5.77,15.03,4.27,25.55,90,1.041,75,All Grain
30991,Belgian Blonde G.,Irish Pale Ale,19.87,1.062,1.012,6.51,20.19,4.95,25.55,90,1.048,75,All Grain
3175,B0D Red Rocket Ale ? 03.27.15,Irish Red Ale,19.87,1.088,1.021,8.8,74.8,20.96,26.5,70,1.066,83,BIAB
62233,Irish Immigrant,Irish Red Ale,19.87,1.065,1.014,6.65,37.98,15.68,26.5,60,1.049,77,All Grain
3227,I Blue Irish Cream Ale,Irish Cream Ale,19.87,1.049,1.012,4.84,18.87,4,26.5,60,1.037,75,All Grain
57897,Breaking InBev,Irish Pale Ale,19.87,1.052,1.009,5.62,34.26,9.89,26.5,60,1.039,75,BIAB
58730,Dry irish stout,Irish Dry Stout,19.87,1.046,1.012,4.51,21.98,32,26.5,60,1.035,70,All Grain
41665,Irish Red,Irish Red Ale,19.87,1.051,1.009,5.48,25.78,14.98,26.5,60,1.038,70,All Grain
47828,Snookwicks,Irish Extra Stout,19.87,1.07,1.018,6.85,52.51,45.16,26.5,90,1.053,68,All Grain
56008,Boker's Irish Cream Ale,Irish Cream Ale,19.87,1.073,1.015,7.54,36.88,4.2,26.5,90,1.055,68,All Grain
56260,Bajaraja Mexican Laja,Irish Lager,19.87,1.057,1.013,5.78,32.16,3.32,27.44,90,1.041,78,BIAB
51611,Imperial Irish Cream Ale,Irish Cream Ale,19.87,1.062,1.015,6.2,23.5,4.22,27.44,60,1.045,70,All Grain
59747,Irish Cream Ale,Irish Cream Ale,19.87,1.045,1.008,4.92,28.58,5.71,28.39,60,1.032,80,All Grain
45658,Fat Belgian Amber,Irish Pale Ale,19.87,1.048,1.011,4.85,34.39,12.13,28.39,60,1.034,75,BIAB
65014,Irish Red Ale,Irish Red Ale,19.87,1.06,1.014,6,37.47,14.65,28.39,60,1.042,75,BIAB
42407,Irish Cream Ale 3,Irish Cream Ale,19.87,1.046,1.009,4.87,21.54,3.35,28.39,60,1.032,72,All Grain
48377,NB Irish Red,Irish Red Ale,19.87,1.045,1.006,5.1,29.68,9.63,28.39,60,1.032,70,BIAB
55012,Pure Michigan Ale,Irish Pale Ale,19.87,1.052,1.01,5.61,26.51,5.13,28.39,60,1.037,70,All Grain
8171,Dangerous Leprechaun,Irish Red Ale,19.87,1.058,1.014,5.78,25.46,13.35,28.39,60,1.04,70,BIAB
28188,SanFran RedHead,Irish Red Ale,19.87,1.056,1.01,6.09,23.41,15.08,28.39,60,1.039,66,All Grain
7335,Austrian Alps,Irish Lager,19.87,1.045,1.009,4.74,21.41,11.32,28.39,75,1.031,66,BIAB
19471,Irish Cream Ale,Irish Cream Ale,19.87,1.052,1.008,5.69,6.91,3.19,28.39,90,1.036,65,All Grain
14217,Irish Cream Ale,Irish Cream Ale,19.87,1.045,1.007,4.94,18.91,2.98,30.28,60,1.03,80,All Grain
3519,Research 005 Irish Red Ale by Jamil Zainashe...,Irish Red Ale,19.87,1.058,1.016,5.45,27.48,18.16,30.28,75,1.038,65,BIAB
14500,Irish Cream Ale #1,Irish Cream Ale,19.91,1.045,1.012,4.4,0,3,20.8,60,1.042,70,All Grain
25878,Belgian Pale Ale,Irish Pale Ale,20,1.051,1.009,5.59,19.23,9.32,10,60,1.044,75,BIAB
32131,Golden Frog Two,Irish Pale Ale,20,1.052,1.009,5.62,42.66,5.69,11,60,1.048,65,Partial Mash
34241,Guinness Clone 3,Irish Dry Stout,20,1.05,1.012,5.07,28.11,27.4,12,60,1.084,70,Partial Mash
63638,Irish Red 2017,Irish Red Ale,20,1.05,1.011,5.1,20.66,14.02,12,60,1.084,70,Partial Mash
26681,Canadian Irish Cream Ale,Irish Cream Ale,20,1.052,1.01,5.51,11.12,3.66,12,60,1.086,70,All Grain
41690,Test,Irish Pale Ale,20,1.049,1.011,5.03,0,8.88,15,60,1.066,65,extract
33051,Red AlÍ cepe,Irish Red Ale,20,1.054,1.01,5.81,27.88,18.32,18,60,1.06,75,All Grain
1443,Irish Red Ale Iffy,Irish Red Ale,20,1.05,1.014,4.75,28.54,14.69,20,90,1.05,75,BIAB
73663,Irish Red,Irish Red Ale,20,1.05,1.014,4.69,35.08,13.91,21,60,1.048,75,All Grain
11873,Belgian Pale Ale,Irish Pale Ale,20,1.0481,1.0114,4.9,53.45,6.3,22,65,1.044,77,All Grain
19920,WiP Irish Cream Ale,Irish Cream Ale,20,1.05,1.008,5.47,20.06,5.19,22,60,1.045,70,BIAB
1412,Smithwick's Irish Red Ale Clone,Irish Red Ale,20,1.048,1.013,4.62,20.51,16.14,22.6,60,1.043,78,All Grain
62294,Bakke Brygg Belgisk Pale Ale 20 L,Irish Pale Ale,20,1.052,1.01,5.55,31.31,5.55,23,90,1.045,72.5,All Grain
12449,Kjeller 5 Irish Red Ale 20 l,Irish Red Ale,20,1.053,1.013,5.31,26.62,20.58,23,60,1.046,72,BIAB
15712,Amber,Irish Lager,20,1.049,1.012,4.85,21.36,15.92,23,60,1.043,70,All Grain
53891,Tavern Stout,Irish Dry Stout,20,1.042,1.01,4.1,44.74,26.31,23,60,1.032,65,All Grain
46727,Irish Red Ale,Irish Red Ale,20,1.058,1.014,5.8,20.53,24.04,23.5,60,1.05,70,All Grain
63665,Bakke Brygg Vienna Lager 20 l,Irish Lager,20,1.05,1.012,4.94,25.21,5.96,24,90,1.041,73,All Grain
739,Bakke Brygg Irish Red Ale 20 l,Irish Red Ale,20,1.052,1.013,5.19,23.47,15.3,24,60,1.043,72,All Grain
54254,DRY STOUT#1,Irish Dry Stout,20,1.0442,1.0114,4.37,23.16,37.99,24,60,1.0372,70,All Grain
19108,Kr‰m av 3,Irish Cream Ale,20,1.041,1.006,4.6,19.27,3.01,24,60,1.034,70,All Grain
63168,Davon pale ale,Irish Cream Ale,20,1.045,1.008,4.91,53.39,4.65,24,60,1.038,70,All Grain
23434,Irl‰ndsk rˆd,Irish Red Ale,20,1.05,1.011,5.01,23.59,13.61,24,60,1.041,70,All Grain
32389,Hinterhof Belgian Pale Ale,Irish Pale Ale,20,1.052,1.014,4.87,26.79,14.94,24,60,1.043,69,All Grain
68204,Red Flanders,Irish Red Ale,20,1.045,1.008,4.81,38.42,9.27,24,60,1.037,65,All Grain
66427,Hops and dreams,Irish Pale Ale,20,1.071,1.012,8.17,24.54,4.39,24.5,90,1.058,75,All Grain
26110,Vienna Lager Test,Irish Lager,20,1.049,1.011,5.02,21.86,10.85,24.5,60,1.04,70,All Grain
29009,Stout.,Irish Extra Stout,20,1.06,1.014,6.08,36.77,35.91,24.6,60,1.049,75,All Grain
42299,1,Irish Pale Ale,20,1.059,1.017,5.55,46.97,18.82,24.73,60,1.048,70,All Grain
58477,Vienna 3.0,Irish Lager,20,1.052,1.008,5.78,0,7.59,24.8,60,1.042,70,All Grain
43735,#5 Irish Cream Ale,Irish Cream Ale,20,1.048,1.01,4.92,21.25,3.26,25,60,1.038,81,All Grain
67916,M'oiselle,Irish Pale Ale,20,1.052,1.015,4.98,25.36,16.62,25,60,1.038,80,All Grain
47592,Nice By Nature,Irish Pale Ale,20,1.065,1.014,6.66,25.2,6.6,25,60,1.052,80,All Grain
57636,Brooklyn Lager Inspired Beer,Irish Lager,20,1.05,1.011,5.13,30.74,7.14,25,60,1.04,74,All Grain
31118,Saison,Irish Pale Ale,20,1.056,1.017,5.13,39.09,9.89,25,60,1.045,70,All Grain
38352,Vienna Gold,Irish Lager,20,1.05,1.008,5.53,25.29,10.81,25,60,1.04,70,All Grain
62665,Belgian Ale #56,Irish Pale Ale,20,1.055,1.009,6.08,34.83,3.41,25,60,1.044,70,BIAB
66609,Redemption?,Irish Red Ale,20,1.064,1.011,7.05,32.65,16.14,25,60,1.052,70,BIAB
44487,Thisty Point Red Ale,Irish Red Ale,20,1.044,1.009,4.63,23.87,11.86,25,90,1.036,70,BIAB
58039,Red Ale,Irish Red Ale,20,1.052,1.013,5.09,24.63,14.6,25,60,1.041,68,BIAB
10180,Summer time,Irish Cream Ale,20,1.052,1.013,5.13,18.86,3.08,25,60,1.042,65,All Grain
50113,Whipped,Irish Cream Ale,20,1.051,1.011,5.2,19.7,4.57,25,60,1.04,65,All Grain
39540,Guenther red ale,Irish Red Ale,20,1.061,1.011,6.5,18.43,14.24,25.1,60,1.048,75,All Grain
39386,Irish Red w/ Bramble Fruit,Irish Red Ale,20,1.054,1.013,5.3,20,19.14,25.7,60,1.041,72,All Grain
42280,Belgian Pale Ale,Irish Pale Ale,20,1.05,1.013,4.95,24.48,7.13,25.7,90,1.039,65,All Grain
20591,McCully Red,Irish Red Ale,20,1.045,1.008,4.89,23.34,9.76,26,60,1.035,75,All Grain
16414,RedHead,Irish Red Ale,20,1.046,1.014,4.26,23.23,15.97,26,60,1.036,72,All Grain
4715,Golden Age,Irish Pale Ale,20,1.051,1.014,4.85,20.91,7.43,26,60,1.04,65,Partial Mash
69476,Stout,Irish Dry Stout,20,1.04,1.007,4.36,30.59,31.35,26,60,1.031,62,BIAB
816,Belgian Blonde,Irish Pale Ale,20,1.061,1.017,5.75,30.61,8.66,26.5,60,1.042,80,All Grain
39010,IIWII - IT IS WHAT IT IS!,Irish Pale Ale,20,1.044,1.012,4.17,29.36,3.64,26.5,60,1.033,70,BIAB
62610,ULTRAVOX 2,Irish Lager,20,1.043,1.009,4.38,27,13.54,26.5,60,1.032,70,BIAB
56806,IIWII - (IT IS WHAT IT IS),Irish Pale Ale,20,1.046,1.009,4.86,24.39,3.75,26.5,60,1.035,70,BIAB
21624,06 - Scream Queen - Irish Cream Ale,Irish Cream Ale,20,1.05,1.011,5.23,16.81,4.66,26.5,90,1.038,70,All Grain
73013,Chimayte,Irish Pale Ale,20,1.073,1.015,7.71,31.3,14.19,27,60,1.054,75,All Grain
41712,Moose Knuckle Irish Red,Irish Red Ale,20,1.056,1.01,6.01,31.09,12.27,27,60,1.041,70,All Grain
52353,Irish red Ale,Irish Red Ale,20,1.056,1.015,5.48,22.93,14.59,27.2,60,1.042,72,BIAB
45572,My spin IRA,Irish Red Ale,20,1.065,1.016,6.42,32.45,16.28,28,60,1.04,72,All Grain
23026,This [beer] means nothing to me,Irish Lager,20,1.048,1.014,4.46,21.47,7.4,28,60,1.035,70,BIAB
25189,TROW Golden Dusk BELGIAN PALE ALE,Irish Pale Ale,20,1.049,1.009,5.22,29.38,8.02,28,60,1.035,70,All Grain
35176,U8 : Soupe ‡ l'Union,Irish Red Ale,20,1.053,1.01,5.64,36.67,12.45,28,60,1.038,70,All Grain
39071,Eropeisk lager,Irish Lager,20,1.045,1.007,5.09,30.48,4.28,28,75,1.032,64,All Grain
10543,Flour witbier,Irish Pale Ale,20,1.055,1.014,5.32,18.72,3.46,28.5,60,1.038,80,All Grain
68536,Stout,Irish Dry Stout,20,1.043,1.008,4.57,30.33,39.86,28.5,60,1.03,75,BIAB
59796,1st Irish Cream Ale,Irish Cream Ale,20,1.046,1.009,4.86,18.07,3.61,28.5,60,1.032,75,All Grain
64800,Irish Cream Ale,Irish Cream Ale,20,1.05,1.01,5.28,9.2,3.5,28.5,60,1.035,75,All Grain
59126,Irish Red Ale,Irish Red Ale,20,1.047,1.012,4.67,24.08,12.46,28.5,60,1.033,70,All Grain
29455,Creamy Havoc,Irish Cream Ale,20,1.052,1.015,4.81,20.6,4.26,28.5,60,1.037,70,All Grain
59460,FITNESS,Irish Pale Ale,20,1.051,1.012,5.11,24.57,14.09,28.5,60,1.035,70,BIAB
62968,Belgian Pale,Irish Pale Ale,20,1.062,1.012,6.61,26.63,11.77,28.5,60,1.044,70,All Grain
64834,Redex Red Ale,Irish Red Ale,20,1.034,1.006,3.72,28.25,10.6,28.5,60,1.024,65,All Grain
55723,Dama Vermelha,Irish Red Ale,20,1.047,1.013,4.49,25.37,11.57,28.5,60,1.033,65,BIAB
46493,Stout,Irish Dry Stout,20,1.049,1.011,4.9,37.92,37.38,28.5,60,1.034,65,All Grain
62466,Belgie,Irish Pale Ale,20,1.048,1.008,5.25,27.34,11.91,28.5,60,1.033,65,All Grain
60130,Uncle,Irish Cream Ale,20,1.048,1.006,5.52,15.7,4.16,28.5,60,1.034,65,All Grain
60766,Cream de la Cream,Irish Cream Ale,20,1.051,1.008,5.6,17.02,4.68,28.5,60,1.036,65,All Grain
33822,Cuau Red Ale rev A,Irish Red Ale,20,1.07,1.013,7.48,41.97,17.09,28.5,60,1.049,65,All Grain
51768,Student's Stout,Irish Dry Stout,20,1.048,1.012,4.69,40.7,38.96,28.5,80,1.033,65,BIAB
57846,Barba Roja,Irish Red Ale,20,1.052,1.01,5.5,37.43,13.12,28.5,90,1.036,65,All Grain
31190,Red,Irish Red Ale,20,1.054,1.012,5.53,21.59,14.57,30,60,1.036,80,All Grain
63683,Leprechao,Irish Red Ale,20,1.049,1.012,4.89,32.53,27.74,30,60,1.033,70,All Grain
48484,Irish Amber,Irish Red Ale,20,1.051,1.012,5.17,22.66,19.95,30,60,1.034,70,All Grain
57268,Irish Cream Ale,Irish Cream Ale,20,1.048,1.008,5.25,19.34,4.4,30,60,1.032,70,All Grain
29796,Honey Irish Cream Ale,Irish Cream Ale,20,1.051,1.01,5.35,19.46,4.24,30,60,1.034,70,All Grain
27848,Awesome Recipe,Irish Red Ale,20,1.064,1.014,6.49,0,8.06,30,60,1.043,70,All Grain
18253,Jean-Claude Van Damme - belgian ipa,Irish Pale Ale,20,1.067,1.016,6.69,78.33,15.13,30,60,1.045,70,BIAB
12103,Red April,Irish Red Ale,20,1.069,1.019,6.56,35.88,14.07,30,90,1.046,70,Partial Mash
56112,Dindinha,Irish Red Ale,20,1.05,1.01,5.28,25.01,14.16,30,60,1.033,66,All Grain
